Date de réception de la notification;Secteur d'activité de l'organisme concerné;Natures de la violation;Nombre de personnes impactées;Typologie des données impactées;Données sensibles;Origine de l'incident;Causes de l'incident;Information des personnes
2018-06;Construction;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 0 et 5 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte interne accidentel,Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Arts, spectacles et activités récréatives;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Information et communication;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données;;Autre;Acte externe accidentel;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Administration publique;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Arts, spectacles et activités récréatives;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Arts, spectacles et activités récréatives;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités de services administratifs et de soutien;Perte de la confidentialité;Entre 0 et 5 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Autre;Inconnu;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 0 et 5 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Autre;Acte interne malveillant,Acte interne accidentel,Autre;Oui, les personnes ont été informées
2018-06;Santé humaine et action sociale;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Inconnu;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités de services administratifs et de soutien;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la disponibilité;Entre 0 et 5 personnes;Les données concernées ne sont pas connues pour le moment;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte interne malveillant;Oui, les personnes ont été informées
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant,Inconnu;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Autre;Inconnu;Oui, les personnes ont été informées
2018-06;Activités de services administratifs et de soutien;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Publication non volontaire d'informations;Inconnu;Non ils ne le seront pas
2018-06;Hébergement et restauration;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2018-06;Activités financières et d''assurance;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Non, mais elles le seront
2018-06;Santé humaine et action sociale;Perte de l'intégrité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Informations personnelles divulguées de façon verbale,Autre;Acte interne malveillant;Oui, les personnes ont été informées
2018-06;Information et communication;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.);Oui;Autre;Autre;Oui, les personnes ont été informées
2018-06;Transports et entreposage;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);Oui;Publication non volontaire d'informations;Autre;Non ils ne le seront pas
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Données de la mauvaise personne affichées sur le portail du client;Acte externe accidentel;Oui, les personnes ont été informées
2018-06;Activités financières et d''assurance;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Non, mais elles le seront
2018-06;Administration publique;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Autre;Acte externe malveillant;Non, mais elles le seront
2018-06;Industrie manufacturière;Perte de la confidentialité;Entre 6 et 50 personnes;Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Autre;Acte externe malveillant;Non déterminé pour le moment
2018-06;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Les données concernées ne sont pas connues pour le moment;Oui;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Inconnu;Non déterminé pour le moment
2018-06;Administration publique;Perte de la confidentialité;Entre 0 et 5 personnes;Les données concernées ne sont pas connues pour le moment;;Autre;Inconnu;Oui, les personnes ont été informées
2018-06;Information et communication;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données;;Données de la mauvaise personne affichées sur le portail du client;Autre;Non, mais elles le seront
2018-06;Activités financières et d''assurance;Perte de la confidentialité;Entre 0 et 5 personnes;;Oui;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Non, mais elles le seront
2018-06;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité,Perte de l'intégrité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Autre;Acte interne accidentel;Non ils ne le seront pas
2018-06;Administration publique;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...);;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Oui, les personnes ont été informées
2018-06;Administration publique;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Données de la mauvaise personne affichées sur le portail du client;Autre;Oui, les personnes ont été informées
2018-06;Activités de services administratifs et de soutien;Perte de la confidentialité,Perte de l'intégrité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données relatives à des infractions, condamnations, mesures de sûreté;Oui;Autre;Acte externe malveillant;Non déterminé pour le moment
2018-06;Administration publique;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Courrier perdu ou ouvert avant d'être retourné à l'envoyeur;Acte interne accidentel;Non ils ne le seront pas
2018-06;Santé humaine et action sociale;Perte de la confidentialité,Perte de la disponibilité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);Oui;Publication non volontaire d'informations,Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Non, mais elles le seront
2018-06;Santé humaine et action sociale;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Publication non volontaire d'informations;Acte interne accidentel;Oui, les personnes ont été informées
2018-06;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Equipement perdu ou volé;Acte externe malveillant;Non déterminé pour le moment
2018-06;"Commerce ; réparation d''automobiles et de motocycles";Perte de la confidentialité;Entre 51 et 300 personnes;Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2018-06;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 301 et 5000 personnes;Les données concernées ne sont pas connues pour le moment;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Inconnu;Oui, les personnes ont été informées
