,Date,Sector,Violation_nature,People_impacted,Data_type,Sensitive_data,Incident_origin,Incident_cause,People_informed
3608,2018-06,Finance/Insurance,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...)",,Hacking - Malware -Phishing,External-Malicious,They_will_not
3609,2018-06,Hospitality,Perte de la confidentialité,300,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
3610,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,TBD
3611,2018-06,Agriculture/Forestry/Fishing,"Perte de la confidentialité,Perte de l'intégrité",5,La violation concerne d'autres données,,Other,External-Malicious,Yes
3612,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
3613,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,They_will
3614,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,TBD
3615,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,5000,Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
3616,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3617,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3618,2018-06,Hospitality,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,"Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage,Informations personnelles divulguées de façon verbale",External-Malicious,They_will_not
3619,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3620,2018-06,Real_Estate,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3621,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,TBD
3622,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3623,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3624,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3625,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3626,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3627,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3628,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3629,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3630,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3631,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
3632,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,They_will
3633,2018-06,Hospitality,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,TBD
3634,2018-06,Hospitality,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3635,2018-06,Administrative/Support_services,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,They_will_not
3636,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3637,2018-06,Hospitality,Perte de la confidentialité,300,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3638,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
3639,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,TBD
3640,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3641,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
3642,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3643,2018-06,Information/Communication,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,"Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage,Publication non volontaire d'informations",External-Malicious,They_will_not
3644,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3645,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3646,2018-06,Scientific/Specialized/Technical,"Perte de la confidentialité,Perte de l'intégrité",300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation,Données relatives à des infractions, condamnations, mesures de sûreté,Les données concernées ne sont pas connues pour le moment,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3647,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,TBD
3648,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3649,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3650,2018-06,Hospitality,Perte de la confidentialité,50,Civil-Contact,,Hacking - Malware -Phishing,Unknown,TBD
3651,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3652,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3653,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3654,2018-06,Public_Administration,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Les données concernées ne sont pas connues pour le moment",Oui,Hacking - Malware -Phishing,Unknown,They_will
3655,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3656,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,TBD
3657,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3658,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3659,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3660,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3661,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,TBD
3662,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3663,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3664,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3665,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3666,2018-06,Finance/Insurance,"Perte de la confidentialité,Perte de la disponibilité",5,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Other,Other,They_will_not
3667,2018-06,Finance/Insurance,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3668,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3669,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3670,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,Yes
3671,2018-06,Commerce,Perte de la confidentialité,300,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,They_will
3672,2018-06,Hospitality,Perte de la confidentialité,300,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,Yes
3673,2018-06,Construction,Perte de la confidentialité,5000,Contact,,Hacking - Malware -Phishing,External-Malicious,Yes
3674,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,Yes
3675,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,5,Contact,,Hacking - Malware -Phishing,"Acte interne accidentel,Acte externe malveillant",Yes
3676,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,Yes
3677,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3678,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation",,Hacking - Malware -Phishing,External-Malicious,Yes
3679,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation",,Hacking - Malware -Phishing,External-Malicious,Yes
3680,2018-06,Hospitality,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation",,Hacking - Malware -Phishing,External-Malicious,Yes
3681,2018-06,Arts-Recreational,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3682,2018-06,Information/Communication,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données",,Other,External-Accidental,They_will
3683,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3684,2018-06,Hospitality,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3685,2018-06,Hospitality,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3686,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3687,2018-06,Hospitality,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3688,2018-06,Hospitality,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3689,2018-06,Public_Administration,Perte de la confidentialité,5000,Civil-Contact-Access,,Hacking - Malware -Phishing,External-Malicious,TBD
3690,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
3691,2018-06,Arts-Recreational,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3692,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3693,2018-06,Hospitality,Perte de la confidentialité,>5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3694,2018-06,Arts-Recreational,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3695,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3696,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3697,2018-06,Hospitality,Perte de la confidentialité,300,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
3698,2018-06,Hospitality,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3699,2018-06,Administrative/Support_services,Perte de la confidentialité,5,Contact,,Other,Unknown,Yes
3700,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,Yes
3701,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3702,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
3703,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,5,Contact,,Other,"Acte interne malveillant,Acte interne accidentel,Autre",Yes
3704,2018-06,Health,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),La violation concerne d'autres données",,Hacking - Malware -Phishing,Unknown,Yes
3705,2018-06,Hospitality,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3706,2018-06,Hospitality,Perte de la confidentialité,50,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3707,2018-06,Administrative/Support_services,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3708,2018-06,Scientific/Specialized/Technical,Perte de la confidentialité,50,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3709,2018-06,Hospitality,Perte de la confidentialité,50,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,They_will
3710,2018-06,Hospitality,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
3711,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
3712,2018-06,Hospitality,Perte de la confidentialité,5000,Civil-Contact-Finance-Economic,,Hacking - Malware -Phishing,External-Malicious,Yes
