,color,clarity,carat,cut,depth,table,price,x,y,z
41686,5,1,0.5,Ideal,61.4,57.0,1240,5.14,5.09,3.1406099999999997
41687,5,1,0.5,Premium,59.5,59.0,1240,5.19,5.16,3.0791250000000003
41688,5,1,0.5,Premium,61.7,58.0,1240,5.12,5.06,3.14053
41689,5,1,0.5,Premium,61.3,56.0,1240,5.13,5.08,3.1293650000000004
41690,3,1,0.55,Ideal,62.1,57.0,1240,5.3,5.23,3.2695650000000005
41691,4,1,0.54,Premium,60.0,60.0,1240,5.27,5.22,3.1469999999999994
41692,3,2,0.5,Ideal,62.5,57.0,1240,5.09,5.05,3.16875
41693,4,1,0.63,Good,64.2,56.0,1240,5.4,5.34,3.44754
41694,2,6,0.45,Good,56.8,64.0,1240,5.08,4.99,2.85988
41695,3,3,0.49,Premium,59.8,59.0,1240,5.16,5.14,3.0797000000000003
41696,3,2,0.54,Very Good,62.2,57.0,1241,5.17,5.22,3.23129
41697,3,2,0.54,Premium,61.1,57.0,1241,5.27,5.21,3.2016400000000003
41698,5,4,0.45,Good,61.7,63.0,1241,4.88,4.91,3.020215
41699,5,6,0.41,Premium,61.2,62.0,1241,4.78,4.76,2.91924
41700,6,5,0.42,Premium,62.8,59.0,1241,4.76,4.73,2.97986
41701,5,2,0.51,Good,63.6,59.0,1241,5.13,5.06,3.24042
41702,1,4,0.5,Very Good,63.0,55.0,1242,5.07,5.09,3.2004
41703,2,2,0.53,Good,63.9,55.0,1242,5.19,5.14,3.300435
41704,2,2,0.53,Premium,59.4,60.0,1242,5.26,5.24,3.1184999999999996
41705,2,2,0.53,Good,63.7,55.0,1242,5.15,5.12,3.2709949999999997
41706,4,1,0.53,Premium,60.5,60.0,1242,5.23,5.19,3.1520500000000005
41707,4,1,0.53,Premium,62.5,57.0,1242,5.17,5.11,3.2125000000000004
41708,3,2,0.51,Very Good,62.7,59.0,1243,5.07,5.13,3.1976999999999998
41709,4,1,0.51,Very Good,62.3,55.0,1243,5.13,5.15,3.2022200000000005
41710,5,3,0.46,Very Good,62.2,58.0,1243,4.95,4.99,3.0913400000000006
41711,1,3,0.53,Ideal,62.3,57.0,1243,5.15,5.18,3.2177949999999997
41712,6,1,0.56,Ideal,61.3,56.0,1243,5.3,5.33,3.2580949999999995
41713,6,1,0.53,Ideal,61.7,55.0,1243,5.2,5.24,3.2207400000000006
41714,6,1,0.56,Ideal,62.2,55.0,1243,5.29,5.32,3.29971
41715,4,4,0.47,Good,60.0,60.1,1243,5.04,5.06,3.03
41716,4,4,0.47,Good,59.0,60.2,1243,5.04,5.09,2.9883499999999996
41717,5,7,0.34,Ideal,62.0,56.0,1243,4.51,4.49,2.79
41718,5,7,0.34,Ideal,61.7,56.0,1243,4.48,4.46,2.7579900000000004
41719,5,7,0.34,Ideal,62.0,56.0,1243,4.5,4.47,2.7806999999999995
41720,5,5,0.41,Ideal,61.6,56.0,1243,4.8,4.78,2.9506400000000004
41721,6,1,0.5,Very Good,63.4,59.0,1243,5.03,5.0,3.17951
41722,6,1,0.5,Very Good,63.2,56.0,1243,5.05,5.01,3.1789599999999996
41723,2,7,0.41,Ideal,61.8,55.0,1243,4.79,4.76,2.95095
41724,2,7,0.41,Ideal,62.9,54.0,1243,4.74,4.71,2.972025
41725,2,7,0.41,Ideal,62.1,56.0,1243,4.76,4.74,2.9497500000000003
41726,5,5,0.41,Ideal,60.0,57.0,1243,4.85,4.81,2.898
41727,5,5,0.41,Premium,60.9,60.0,1243,4.82,4.81,2.9323349999999992
41728,5,5,0.41,Ideal,62.2,54.0,1243,4.79,4.76,2.9700500000000005
41729,5,5,0.41,Ideal,61.4,56.0,1243,4.81,4.77,2.9410599999999993
41730,5,5,0.41,Ideal,61.0,56.0,1243,4.82,4.79,2.9310499999999995
41731,5,5,0.41,Ideal,61.5,55.0,1243,4.83,4.79,2.9581500000000007
41732,5,5,0.41,Ideal,61.1,56.0,1243,4.85,4.8,2.9480749999999993
41733,5,5,0.41,Ideal,62.8,54.0,1243,4.77,4.72,2.9798599999999995
41734,5,5,0.41,Premium,61.8,59.0,1243,4.78,4.74,2.9416799999999994
41735,5,5,0.41,Ideal,61.9,56.0,1243,4.78,4.75,2.949535
41736,5,5,0.41,Ideal,62.3,56.0,1243,4.78,4.75,2.968595
41737,5,5,0.41,Ideal,61.8,57.0,1243,4.8,4.75,2.95095
41738,5,5,0.41,Ideal,60.9,56.0,1243,4.81,4.75,2.9110199999999997
41739,5,5,0.41,Ideal,61.4,57.0,1243,4.79,4.76,2.93185
41740,5,5,0.41,Ideal,62.0,56.0,1243,4.76,4.72,2.9388
41741,6,1,0.5,Ideal,62.8,56.0,1243,5.06,5.03,3.1682599999999996
41742,6,1,0.5,Premium,62.6,58.0,1243,5.04,4.96,3.13
41743,4,2,0.51,Very Good,63.4,58.0,1244,5.06,5.1,3.22072
41744,5,1,0.57,Very Good,59.7,57.0,1244,5.4,5.48,3.2476800000000003
41745,4,2,0.52,Good,63.8,56.0,1244,5.07,5.12,3.2506100000000004
41746,3,2,0.52,Good,63.3,57.0,1244,5.08,5.11,3.2251350000000003
41747,3,2,0.52,Good,63.6,56.0,1244,5.07,5.09,3.2308800000000004
41748,3,2,0.52,Good,63.3,55.0,1244,5.07,5.1,3.2188049999999997
41749,3,2,0.52,Very Good,62.8,61.0,1244,5.11,5.14,3.2184999999999997
41750,3,2,0.52,Very Good,59.6,62.0,1244,5.18,5.23,3.10218
41751,4,2,0.52,Very Good,58.6,61.0,1244,5.28,5.3,3.09994
41752,4,2,0.52,Premium,59.5,59.0,1244,5.24,5.31,3.138625
41753,5,1,0.67,Very Good,63.1,58.0,1244,5.62,5.53,3.517825
41754,1,3,0.5,Ideal,62.5,55.0,1244,5.05,5.09,3.16875
41755,5,1,0.57,Ideal,62.1,55.0,1244,5.34,5.36,3.32235
41756,2,4,0.47,Premium,60.3,61.0,1244,5.05,5.04,3.0421349999999996
41757,5,3,0.46,Very Good,62.6,58.0,1245,4.91,4.96,3.0893100000000002
41758,2,7,0.43,Ideal,62.2,55.0,1245,4.84,4.87,3.0198100000000005
41759,5,5,0.43,Very Good,60.8,57.0,1245,4.89,4.92,2.982239999999999
41760,5,5,0.43,Ideal,62.0,57.0,1245,4.84,4.87,3.0101000000000004
41761,3,6,0.42,Ideal,62.8,55.0,1245,4.78,4.8,3.00812
41762,5,6,0.38,Ideal,61.9,53.7,1245,4.66,4.67,2.8876350000000004
41763,5,6,0.38,Ideal,62.4,53.2,1245,4.62,4.66,2.89536
41764,1,4,0.44,Ideal,61.4,55.0,1245,4.89,4.92,3.0116699999999996
41765,2,2,0.52,Ideal,61.7,55.0,1245,5.17,5.21,3.2022299999999997
41766,2,2,0.53,Ideal,61.1,55.0,1245,5.24,5.28,3.2138599999999995
41767,3,5,0.46,Good,60.2,60.5,1245,4.98,5.04,3.0160199999999997
41768,5,4,0.44,Very Good,62.2,58.0,1246,4.8,4.85,3.0011499999999995
41769,5,1,0.54,Ideal,60.4,57.0,1246,5.27,5.33,3.2012
41770,5,1,0.54,Ideal,60.7,56.0,1246,5.25,5.3,3.2019250000000006
41771,5,1,0.54,Ideal,60.6,57.0,1246,5.25,5.28,3.1905900000000003
41772,3,4,0.45,Good,60.7,60.4,1246,4.94,4.98,3.0107200000000005
41773,2,1,0.55,Premium,62.4,56.0,1246,5.23,5.2,3.25416
41774,3,3,0.49,Ideal,61.1,57.0,1246,5.12,5.09,3.119155
41775,5,2,0.53,Good,56.7,59.0,1246,5.39,5.37,3.0504599999999997
41776,5,4,0.42,Very Good,62.8,57.8,1247,4.8,4.83,3.0238199999999993
41777,4,1,0.59,Very Good,58.6,59.0,1247,5.53,5.57,3.252300000000001
41778,6,6,0.35,Premium,60.8,58.0,1247,4.55,4.53,2.7603199999999997
41779,6,6,0.35,Ideal,61.5,57.0,1247,4.55,4.52,2.7890250000000005
41780,2,2,0.57,Premium,61.6,58.0,1247,5.37,5.34,3.2986800000000005
41781,2,2,0.57,Ideal,62.1,57.0,1247,5.32,5.3,3.2975100000000004
41782,6,1,0.54,Ideal,61.3,57.0,1247,5.27,5.24,3.2213149999999997
41783,4,1,0.57,Premium,60.4,58.0,1247,5.4,5.37,3.2525399999999998
41784,2,2,0.54,Very Good,61.0,57.0,1248,5.22,5.27,3.1994499999999992
41785,5,1,0.59,Ideal,61.6,54.0,1248,5.42,5.45,3.3479600000000005
41786,2,2,0.55,Ideal,61.5,54.0,1248,5.3,5.33,3.2687249999999994
41787,5,7,0.39,Ideal,62.5,57.0,1248,4.7,4.74,2.9500000000000006
41788,6,7,0.31,Premium,60.2,59.0,1248,4.42,4.39,2.65181
41789,3,2,0.52,Premium,62.6,58.0,1249,5.13,5.1,3.2019900000000003
41790,5,5,0.41,Very Good,61.6,60.0,1249,4.75,4.77,2.93216
41791,5,6,0.41,Very Good,62.9,58.0,1249,4.72,4.75,2.9783149999999994
41792,6,1,0.54,Good,63.2,57.0,1249,5.16,5.19,3.2706000000000004
41793,3,2,0.52,Premium,62.7,58.0,1249,5.13,5.07,3.1976999999999998
41794,3,2,0.52,Premium,60.6,61.0,1249,5.19,5.17,3.1390800000000003
41795,6,3,0.49,Fair,57.5,68.0,1249,5.18,5.11,2.9583749999999998
41796,5,2,0.5,Ideal,60.6,57.0,1250,5.19,5.14,3.1299900000000003
41797,5,1,0.6,Very Good,63.2,60.0,1250,5.32,5.28,3.3496000000000006
41798,5,1,0.6,Very Good,63.2,60.0,1250,5.32,5.28,3.3496000000000006
41799,5,4,0.4,Very Good,62.7,55.0,1250,4.69,4.72,2.950035
41800,4,2,0.5,Very Good,62.8,56.0,1250,5.03,5.06,3.1682599999999996
41801,4,2,0.5,Very Good,62.7,59.0,1250,5.04,5.07,3.1694850000000003
41802,4,2,0.5,Very Good,61.2,61.0,1250,5.06,5.1,3.10896
41803,4,2,0.5,Very Good,62.3,60.0,1250,5.07,5.11,3.17107
41804,4,2,0.53,Very Good,59.6,58.0,1250,5.28,5.33,3.16178
41805,3,2,0.51,Premium,62.0,56.0,1250,5.14,5.12,3.1806
41806,4,2,0.5,Premium,62.2,59.0,1250,5.07,5.03,3.1411000000000007
41807,5,4,0.4,Ideal,62.4,58.0,1250,4.7,4.72,2.93904
41808,2,1,0.6,Ideal,61.7,54.0,1250,5.44,5.48,3.368820000000001
41809,4,2,0.52,Ideal,61.6,57.0,1250,5.16,5.19,3.1878
41810,5,1,0.54,Good,63.8,54.0,1250,5.18,5.17,3.3016499999999995
41811,5,1,0.54,Ideal,62.1,56.0,1250,5.22,5.18,3.2291999999999996
41812,5,1,0.54,Premium,61.9,58.0,1250,5.24,5.19,3.2280849999999996
41813,5,1,0.54,Very Good,63.4,56.0,1250,5.18,5.14,3.27144
41814,4,5,0.43,Ideal,62.2,55.0,1250,4.85,4.83,3.01048
41815,4,5,0.43,Ideal,61.8,57.0,1250,4.85,4.83,2.9911199999999996
41816,4,5,0.43,Ideal,61.9,56.0,1250,4.84,4.82,2.9897699999999996
41817,4,5,0.43,Premium,61.6,60.0,1250,4.86,4.82,2.98144
41818,4,5,0.43,Ideal,61.9,56.0,1250,4.87,4.82,2.9990550000000002
41819,3,1,0.6,Ideal,59.1,56.0,1250,5.58,5.52,3.28005
41820,2,0,0.85,Fair,66.9,54.0,1250,5.98,5.75,3.9236850000000003
41821,6,1,0.5,Ideal,61.0,57.0,1250,5.15,5.12,3.13235
41822,6,1,0.5,Ideal,62.3,54.0,1250,5.11,5.06,3.167955
41823,2,2,0.51,Premium,61.6,56.0,1250,5.19,5.14,3.18164
41824,2,3,0.51,Very Good,59.8,57.0,1251,5.22,5.25,3.1305299999999994
41825,4,3,0.48,Very Good,61.1,58.0,1251,5.05,5.11,3.10388
41826,6,7,0.31,Ideal,61.1,56.0,1251,4.39,4.42,2.6914549999999995
41827,3,7,0.42,Ideal,62.0,57.0,1251,4.8,4.82,2.9822
41828,5,3,0.46,Ideal,62.1,57.0,1251,4.93,4.89,3.04911
41829,2,3,0.46,Ideal,61.5,55.0,1252,4.98,5.01,3.071925
41830,5,4,0.4,Ideal,61.3,56.0,1252,4.76,4.8,2.9301399999999997
41831,6,7,0.32,Good,57.8,56.0,1252,4.55,4.65,2.6587999999999994
41832,3,2,0.62,Premium,59.3,58.0,1253,5.6,5.56,3.30894
41833,2,2,0.56,Ideal,60.3,58.0,1253,5.35,5.4,3.2411250000000003
41834,6,2,0.5,Fair,64.6,59.0,1253,4.93,4.95,3.1912399999999996
41835,0,3,0.62,Premium,61.2,59.0,1253,5.52,5.42,3.34764
41836,4,5,0.44,Premium,61.6,58.0,1253,4.89,4.85,2.9999199999999995
41837,4,5,0.44,Ideal,60.9,55.0,1253,4.96,4.92,3.0084599999999995
41838,2,4,0.5,Premium,62.7,59.0,1253,5.03,4.98,3.138135000000001
41839,2,1,0.59,Very Good,61.2,60.0,1254,5.38,5.43,3.30786
41840,3,2,0.51,Ideal,61.5,55.5,1254,5.13,5.19,3.1734000000000004
41841,6,4,0.4,Good,56.3,59.0,1254,4.94,4.97,2.789665
41842,5,7,0.35,Ideal,61.4,56.0,1254,4.56,4.53,2.7906299999999997
41843,5,7,0.35,Ideal,62.2,56.0,1254,4.52,4.51,2.8083299999999998
41844,3,6,0.45,Good,64.0,57.0,1254,4.86,4.82,3.0976
41845,4,7,0.41,Very Good,63.3,56.0,1255,4.69,4.75,2.98776
41846,4,2,0.54,Very Good,63.0,57.0,1255,5.18,5.23,3.27915
41847,6,2,0.51,Good,64.0,58.0,1255,5.03,5.06,3.2288
41848,2,2,0.58,Ideal,62.2,57.0,1255,5.34,5.37,3.33081
41849,2,2,0.53,Ideal,61.9,56.0,1255,5.17,5.23,3.2188
41850,3,2,0.53,Ideal,61.8,58.0,1255,5.16,5.19,3.1981500000000005
41851,3,2,0.53,Ideal,62.0,60.0,1255,5.18,5.2,3.2177999999999995
41852,2,7,0.44,Ideal,62.0,57.0,1255,4.87,4.91,3.0318000000000005
41853,6,5,0.39,Good,63.6,60.2,1255,4.58,4.62,2.9256
41854,5,0,0.61,Ideal,63.4,57.0,1255,5.43,5.37,3.4236
41855,3,2,0.61,Premium,60.8,60.0,1255,5.42,5.42,3.29536
41856,2,0,0.7,Good,57.4,63.0,1255,5.89,5.8,3.3550299999999997
41857,4,1,0.55,Ideal,61.1,56.0,1256,5.29,5.32,3.241355
41858,5,4,0.46,Very Good,62.9,52.0,1257,4.9,4.95,3.0978250000000003
41859,1,2,0.59,Very Good,61.7,55.2,1257,5.39,5.41,3.3318000000000008
41860,0,3,0.59,Very Good,60.8,56.6,1257,5.42,5.47,3.3105599999999997
41861,6,6,0.33,Ideal,60.5,56.0,1257,4.5,4.53,2.7315750000000003
41862,1,1,0.64,Ideal,61.2,55.0,1257,5.54,5.6,3.40884
41863,3,7,0.4,Ideal,61.1,56.0,1257,4.76,4.79,2.9175250000000004
41864,3,7,0.4,Ideal,61.5,57.0,1257,4.72,4.76,2.9151
41865,4,6,0.38,Premium,61.6,58.0,1257,4.65,4.61,2.8520800000000004
41866,4,6,0.38,Ideal,61.9,54.0,1257,4.7,4.67,2.9000150000000002
41867,6,5,0.38,Premium,61.9,56.0,1257,4.65,4.63,2.87216
41868,6,5,0.38,Ideal,61.5,57.0,1257,4.67,4.63,2.85975
41869,4,6,0.38,Ideal,62.2,57.0,1257,4.68,4.64,2.8985200000000004
41870,4,6,0.38,Premium,61.6,58.0,1257,4.66,4.63,2.86132
41871,4,6,0.38,Premium,59.2,58.0,1257,4.8,4.76,2.82976
41872,6,5,0.38,Ideal,61.5,56.0,1257,4.66,4.64,2.85975
41873,6,5,0.38,Premium,60.0,62.0,1257,4.73,4.7,2.8289999999999997
41874,6,2,0.5,Very Good,63.5,57.0,1257,5.09,5.05,3.21945
41875,6,5,0.38,Ideal,61.3,56.0,1257,4.73,4.63,2.8688399999999996
41876,3,4,0.5,Fair,65.7,63.0,1257,4.97,4.87,3.2324400000000004
41877,3,4,0.5,Fair,67.6,56.0,1257,5.02,4.89,3.3495799999999996
41878,6,2,0.5,Good,63.9,56.0,1257,5.02,4.93,3.1790249999999998
41879,4,2,0.57,Premium,61.1,60.0,1257,5.44,5.33,3.290235
41880,4,3,0.46,Very Good,59.9,55.0,1258,5.06,5.08,3.03693
41881,6,1,0.56,Good,63.2,54.0,1258,5.24,5.26,3.318
41882,1,3,0.57,Ideal,61.6,54.0,1258,5.35,5.4,3.3110000000000004
41883,3,1,0.59,Ideal,60.6,56.0,1258,5.44,5.46,3.3027
41884,1,3,0.54,Ideal,61.5,55.0,1259,5.25,5.29,3.2410499999999995
41885,1,3,0.54,Ideal,61.1,55.0,1259,5.27,5.31,3.2321899999999992
41886,5,2,0.5,Ideal,62.4,56.0,1259,5.03,5.07,3.1512000000000007
41887,3,7,0.41,Ideal,62.4,54.0,1259,4.77,4.82,2.9920799999999996
41888,3,7,0.41,Ideal,61.6,55.0,1259,4.78,4.83,2.95988
41889,3,7,0.41,Ideal,62.4,54.0,1259,4.76,4.79,2.9796000000000005
41890,3,7,0.41,Ideal,61.7,56.0,1259,4.78,4.81,2.958515
41891,3,7,0.41,Ideal,61.7,56.0,1259,4.79,4.81,2.9616000000000002
41892,3,3,0.5,Good,59.3,65.0,1259,5.1,5.12,3.0302299999999995
41893,5,2,0.5,Good,61.8,62.0,1259,5.05,5.08,3.1301699999999992
41894,5,1,0.56,Very Good,63.5,57.0,1259,5.24,5.21,3.3178749999999995
41895,3,2,0.51,Good,63.7,55.0,1259,5.1,5.07,3.239145
41896,4,2,0.55,Very Good,62.9,58.0,1260,5.23,5.26,3.299105
41897,4,6,0.44,Ideal,61.5,57.0,1260,4.86,4.9,3.0012000000000008
41898,1,3,0.54,Ideal,61.9,56.0,1260,5.2,5.26,3.2373700000000003
41899,4,2,0.54,Ideal,61.5,55.0,1260,5.23,5.28,3.2318250000000006
41900,0,3,0.55,Ideal,61.7,54.0,1260,5.34,5.29,3.279355
41901,0,3,0.59,Very Good,62.1,57.0,1261,5.34,5.39,3.3316650000000005
41902,4,2,0.52,Very Good,60.0,58.0,1261,5.21,5.26,3.1409999999999996
41903,4,2,0.52,Very Good,61.3,56.0,1261,5.2,5.24,3.1998600000000006
41904,3,2,0.51,Very Good,63.1,56.0,1261,5.08,5.16,3.23072
41905,3,2,0.51,Very Good,61.9,57.0,1261,5.09,5.15,3.16928
41906,3,2,0.51,Very Good,59.7,58.0,1261,5.2,5.26,3.1223100000000006
41907,4,7,0.4,Very Good,62.9,55.0,1261,4.68,4.7,2.95001
41908,4,6,0.43,Ideal,60.3,59.0,1261,4.89,4.93,2.96073
41909,4,7,0.4,Ideal,61.8,55.0,1261,4.74,4.8,2.9478599999999995
41910,5,3,0.47,Ideal,61.7,56.0,1261,5.01,4.98,3.0819150000000004
41911,4,3,0.49,Premium,59.2,57.0,1261,5.21,5.16,3.0695200000000007
41912,5,5,0.42,Very Good,59.4,60.0,1262,4.88,4.91,2.9076299999999997
41913,0,3,0.6,Very Good,60.0,59.4,1262,5.47,5.51,3.2940000000000005
41914,2,3,0.5,Very Good,62.8,58.0,1262,5.03,5.07,3.1714
41915,2,2,0.58,Very Good,62.4,55.0,1262,5.32,5.36,3.33216
41916,1,4,0.52,Very Good,61.5,56.3,1262,5.16,5.19,3.1826250000000003
41917,6,1,0.57,Good,63.8,57.0,1262,5.24,5.26,3.3495
41918,5,0,1.03,Fair,78.2,54.0,1262,5.72,5.59,4.42221
41919,3,4,0.48,Good,57.8,60.9,1262,5.12,5.19,2.97959
41920,4,4,0.45,Good,60.1,61.8,1262,4.96,4.98,2.986970000000001
41921,5,1,0.53,Ideal,63.0,57.0,1262,5.16,5.13,3.2413499999999997
41922,6,3,0.46,Very Good,63.2,56.0,1262,4.92,4.89,3.09996
41923,5,1,0.5,Premium,60.1,60.0,1262,5.13,5.05,3.05909
41924,4,6,0.4,Ideal,62.5,57.0,1263,4.72,4.75,2.9593749999999996
41925,4,6,0.4,Ideal,61.7,56.0,1263,4.72,4.75,2.9214949999999997
41926,4,6,0.4,Premium,60.8,59.0,1263,4.74,4.76,2.888
41927,6,5,0.4,Premium,60.4,59.0,1263,4.76,4.77,2.8780599999999996
41928,4,6,0.4,Ideal,61.3,56.0,1263,4.73,4.76,2.9086849999999997
41929,4,6,0.4,Ideal,61.3,55.0,1263,4.75,4.78,2.9209450000000006
41930,3,6,0.45,Very Good,60.1,58.0,1263,4.95,4.97,2.98096
41931,6,5,0.4,Very Good,62.2,54.0,1263,4.75,4.77,2.9607200000000002
41932,6,5,0.4,Ideal,61.9,56.0,1263,4.74,4.76,2.94025
41933,4,6,0.4,Premium,61.1,59.0,1263,4.75,4.78,2.9114150000000008
41934,6,5,0.4,Premium,60.7,60.0,1263,4.74,4.78,2.88932
41935,4,6,0.4,Very Good,61.9,57.0,1263,4.69,4.71,2.9093
41936,6,5,0.4,Ideal,62.0,56.0,1263,4.71,4.74,2.9295
41937,6,5,0.4,Premium,60.8,59.0,1263,4.76,4.81,2.90928
41938,3,6,0.45,Premium,60.8,58.0,1263,4.92,4.98,3.0096
41939,4,6,0.4,Ideal,60.7,56.0,1263,4.77,4.79,2.9014599999999997
41940,6,4,0.29,Very Good,62.9,55.0,504,4.21,4.25,2.66067
41941,2,6,0.28,Very Good,59.9,62.0,504,4.23,4.28,2.5487450000000003
41942,3,5,0.28,Premium,60.2,60.0,504,4.24,4.26,2.5585000000000004
41943,2,6,0.28,Very Good,61.5,58.0,504,4.17,4.22,2.5799250000000002
41944,2,2,0.35,Premium,62.4,58.0,504,4.47,4.54,2.81112
41945,2,2,0.35,Very Good,61.3,55.0,504,4.55,4.58,2.7983449999999994
41946,2,2,0.35,Good,63.2,57.0,504,4.48,4.51,2.84084
41947,6,4,0.29,Ideal,61.7,57.0,504,4.23,4.26,2.6191650000000006
41948,2,2,0.35,Good,63.3,54.0,504,4.51,4.53,2.86116
41949,4,5,0.23,Very Good,61.2,55.0,505,3.97,4.01,2.4418800000000003
41950,4,5,0.23,Very Good,60.4,61.0,505,3.93,3.95,2.37976
41951,4,5,0.23,Very Good,63.3,57.0,505,3.91,3.93,2.48136
41952,4,5,0.23,Very Good,62.9,57.0,505,3.9,3.95,2.468825
41953,5,5,0.23,Very Good,61.6,61.0,505,3.92,3.97,2.4301200000000005
41954,5,5,0.23,Very Good,60.6,60.0,505,3.93,3.99,2.39976
41955,5,5,0.23,Very Good,62.6,59.0,505,3.93,3.96,2.46957
41956,5,5,0.23,Very Good,61.2,60.0,505,3.97,4.0,2.43882
41957,5,5,0.23,Very Good,61.9,60.0,505,3.93,3.96,2.441955
41958,5,5,0.23,Very Good,60.8,61.0,505,3.91,3.94,2.3864
41959,5,5,0.23,Very Good,61.3,57.0,505,3.97,4.02,2.448935
41960,5,5,0.23,Very Good,64.1,58.0,505,3.85,3.89,2.48067
41961,5,5,0.23,Very Good,61.4,62.0,505,3.9,3.95,2.40995
41962,5,5,0.23,Very Good,61.6,57.0,505,3.95,3.97,2.43936
41963,5,5,0.23,Very Good,62.3,55.0,505,3.9,3.93,2.4390449999999997
41964,5,5,0.23,Very Good,62.7,55.0,505,3.9,3.95,2.460975
41965,5,5,0.23,Very Good,61.1,59.0,505,3.94,3.98,2.41956
41966,5,5,0.23,Very Good,61.1,58.0,505,3.93,3.99,2.41956
41967,5,5,0.23,Very Good,62.8,58.0,505,3.92,3.94,2.46804
41968,5,5,0.23,Very Good,61.2,60.0,505,3.92,3.96,2.41128
41969,5,5,0.23,Very Good,61.4,60.0,505,3.93,3.98,2.4283699999999997
41970,6,5,0.4,Ideal,61.3,56.0,1263,4.75,4.78,2.9209450000000006
41971,4,6,0.4,Premium,60.2,59.0,1263,4.74,4.76,2.8594999999999997
41972,6,5,0.4,Ideal,62.2,55.0,1263,4.72,4.74,2.94206
41973,6,2,0.54,Good,63.7,57.0,1263,5.22,5.14,3.2996600000000003
41974,1,4,0.53,Ideal,61.6,55.0,1263,5.21,5.25,3.22168
41975,4,1,0.55,Premium,60.6,58.0,1263,5.31,5.28,3.20877
41976,2,2,0.55,Good,63.6,55.0,1263,5.23,5.18,3.3103800000000003
41977,4,1,0.55,Ideal,62.4,56.0,1263,5.26,5.22,3.2697599999999998
41978,4,1,0.55,Ideal,62.3,57.0,1263,5.27,5.22,3.267634999999999
41979,4,1,0.55,Ideal,61.2,56.0,1263,5.29,5.23,3.2191199999999998
41980,6,1,0.51,Ideal,61.9,56.0,1264,5.1,5.15,3.172375
41981,6,1,0.51,Ideal,62.5,55.0,1264,5.12,5.15,3.209375
41982,6,1,0.51,Very Good,62.8,57.0,1264,5.1,5.12,3.2090799999999997
41983,6,1,0.51,Ideal,59.8,55.0,1264,5.17,5.23,3.1096
41984,6,1,0.51,Ideal,61.1,56.0,1264,5.16,5.18,3.15887
41985,6,1,0.51,Premium,62.0,58.0,1264,5.08,5.12,3.162
41986,3,6,0.43,Ideal,60.5,57.0,1264,4.92,4.86,2.9584500000000005
41987,3,6,0.43,Premium,60.3,58.0,1264,4.91,4.87,2.9486700000000003
41988,3,6,0.43,Premium,60.9,58.0,1264,4.91,4.88,2.9810549999999996
41989,3,6,0.43,Ideal,61.4,55.0,1264,4.91,4.86,2.9993899999999996
41990,3,6,0.43,Premium,62.3,59.0,1264,4.83,4.77,2.9903999999999997
41991,3,6,0.43,Premium,62.2,58.0,1264,4.83,4.78,2.9887099999999998
41992,3,6,0.43,Premium,62.0,59.0,1264,4.82,4.8,2.9822
41993,3,6,0.43,Ideal,62.0,55.0,1264,4.85,4.82,2.9977
41994,3,6,0.43,Premium,61.3,57.0,1264,4.87,4.85,2.9791799999999995
41995,3,6,0.43,Ideal,61.5,56.0,1264,4.87,4.85,2.9888999999999997
41996,6,4,0.43,Ideal,61.6,56.0,1264,4.86,4.85,2.9906800000000002
41997,6,4,0.43,Ideal,61.9,55.0,1264,4.87,4.85,3.0083399999999996
41998,6,4,0.43,Ideal,62.1,56.0,1264,4.87,4.85,3.0180599999999997
41999,6,4,0.43,Ideal,62.1,55.0,1264,4.86,4.83,3.0087450000000007
42000,2,2,0.59,Premium,62.4,58.0,1265,5.42,5.35,3.36024
42001,4,2,0.51,Very Good,62.0,54.0,1265,5.15,5.18,3.2023
42002,4,1,0.59,Very Good,63.7,57.0,1265,5.31,5.36,3.398395
42003,5,1,0.58,Very Good,63.5,60.0,1265,5.24,5.28,3.3401
42004,5,1,0.51,Very Good,58.3,63.0,1265,5.21,5.26,3.052005
42005,2,2,0.59,Premium,62.9,60.0,1265,5.34,5.24,3.32741
42006,4,1,0.59,Ideal,61.8,55.0,1265,5.41,5.44,3.3526500000000006
42007,5,1,0.51,Ideal,62.7,53.0,1265,5.12,5.09,3.200835
42008,5,1,0.51,Premium,61.7,58.0,1265,5.14,5.07,3.1497850000000005
42009,2,2,0.59,Premium,61.9,59.0,1265,5.43,5.34,3.3333150000000002
42010,5,1,0.51,Premium,61.8,58.0,1265,5.11,5.08,3.1487100000000003
42011,0,3,0.58,Very Good,62.9,58.0,1266,5.3,5.32,3.3399900000000002
42012,5,2,0.51,Good,57.4,62.0,1266,5.24,5.29,3.02211
42013,6,6,0.35,Ideal,62.0,54.0,1266,4.56,4.57,2.8303
42014,1,3,0.54,Ideal,60.1,58.0,1266,5.28,5.34,3.19131
42015,1,4,0.5,Ideal,61.0,57.0,1266,5.11,5.13,3.1231999999999998
42016,5,1,0.54,Ideal,60.4,57.0,1266,5.27,5.3,3.19214
42017,3,2,0.52,Ideal,61.7,56.0,1266,5.18,5.22,3.2083999999999997
42018,4,2,0.53,Premium,62.2,58.0,1266,5.19,5.16,3.2188500000000007
42019,1,3,0.57,Very Good,62.2,55.0,1267,5.33,5.34,3.31837
42020,5,3,0.46,Very Good,59.8,59.6,1267,5.07,5.14,3.05279
